DOCUMENT ID,RECORD TYPE,REFERENCE BY CRFN ,REFERENCE BY DOC ID,REFERENCE BY REEL YEAR,REFERENCE BY REEL BOROUGH,REFERENCE BY REEL NBR,REFERENCE BY REEL PAGE,GOOD THROUGH DATE
2014021000265003,X,,2014021000265002,0,0,0,0,02/28/2014
2014021101372006,X,2014000036012,,0,0,0,0,02/28/2014
2014012400613003,X,2008000315606,,0,0,0,0,02/28/2014
2014020400175001,X,2006000117094,,0,0,0,0,02/28/2014
2014021100846002,X,,2014021100846001,0,0,0,0,02/28/2014
2014020601314002,X,2011000281079,,0,0,0,0,02/28/2014
2014021101024002,X,,2014021101024001,0,0,0,0,02/28/2014
2014021000381003,X,,2014021000381002,0,0,0,0,02/28/2014
2013120300668004,X,,2013120300668003,0,0,0,0,02/28/2014
2014013000344006,X,,,1972,1,235,1950,02/28/2014
2014021101108002,X,2006000493226,,0,0,0,0,02/28/2014
2014021201227002,X,,,1997,3,3980,1208,02/28/2014
2014013100916003,X,,,1958,4,7472,140,02/28/2014
2014020600674004,X,2012000390980,,0,0,0,0,02/28/2014
2014021100189003,X,2008000121246,,0,0,0,0,02/28/2014
2014021000075002,X,2009000365869,,0,0,0,0,02/28/2014
2014021100040002,X,2009000148067,,0,0,0,0,02/28/2014
2014012100534003,X,,,1985,1,982,1523,02/28/2014
2014021000360003,X,2005000056389,,0,0,0,0,02/28/2014
2013121801030002,X,2008000269540,,0,0,0,0,02/28/2014
2014021001238002,X,,2014021001238001,0,0,0,0,02/28/2014
2013080500455004,X,,2013080500455001,0,0,0,0,02/28/2014
2013082301027005,X,2009000406562,,0,0,0,0,02/28/2014
2014021200753003,X,2010000174797,,0,0,0,0,02/28/2014
2014020300561001,X,2006000012718,,0,0,0,0,02/28/2014
2014021100099003,X,2006000634575,,0,0,0,0,02/28/2014
2014021200048001,X,,,2001,3,5277,264,02/28/2014
2014021100550006,X,2007000321581,,0,0,0,0,02/28/2014
2014020600099003,X,2007000235557,,0,0,0,0,02/28/2014
2014020200038002,X,2005000398857,,0,0,0,0,02/28/2014
2014021101065001,X,2013000442325,,0,0,0,0,02/28/2014
2014021100960003,X,,,1997,1,2438,1714,02/28/2014
2014020500106002,X,2006000696140,,0,0,0,0,02/28/2014
2014020601005004,X,2004000617077,,0,0,0,0,02/28/2014
2014011300167003,X,2004000373906,,0,0,0,0,02/28/2014
2014013100974002,X,2004000052827,,0,0,0,0,02/28/2014
2014021001521002,X,,2014021001521001,0,0,0,0,02/28/2014
2014020401068003,X,2011000264024,,0,0,0,0,02/28/2014
2014021000962001,X,2011000423610,,0,0,0,0,02/28/2014
2014021200833002,X,,,1994,4,3928,204,02/28/2014
2014022000973001,X,,,1988,1,1443,1619,02/28/2014
2014021000519003,X,,,1979,1,472,1042,02/28/2014
2014021101401001,X,2008000228555,,0,0,0,0,02/28/2014
2014021101359004,X,2011000109152,,0,0,0,0,02/28/2014
2014020500197002,X,,,1999,4,5170,137,02/28/2014
2014020600494003,X,2008000353570,,0,0,0,0,02/28/2014
2013120200954004,X,2004000051509,,0,0,0,0,02/28/2014
2014012700520002,X,2011000171305,,0,0,0,0,02/28/2014
2014011501022017,X,2009000110016,,0,0,0,0,02/28/2014
2014011700819001,X,2013000441267,,0,0,0,0,02/28/2014
2014020600597002,X,2003000227710,,0,0,0,0,02/28/2014
2014021100554002,X,2014000048899,,0,0,0,0,02/28/2014
2014020400133003,X,2004000574066,,0,0,0,0,02/28/2014
2014020700700003,X,2010000173698,,0,0,0,0,02/28/2014
2014021101099003,X,,,2000,1,3144,2168,02/28/2014
2013050700319002,X,2009000246186,,0,0,0,0,02/28/2014
2014020600357004,X,2005000684075,,0,0,0,0,02/28/2014
2014012400974004,X,2006000579469,,0,0,0,0,02/28/2014
2014012800105003,X,2004000334858,,0,0,0,0,02/28/2014
2014020600581004,X,,,1979,3,1099,70,02/28/2014
2014020600581001,X,,,1988,2,824,1103,02/28/2014
2014020400298003,X,,2014020400298002,0,0,0,0,02/28/2014
2014012900972004,X,2005000240546,,0,0,0,0,02/28/2014
2014021101042002,X,2004000421888,,0,0,0,0,02/28/2014
2014021901106001,X,2008000108875,,0,0,0,0,02/28/2014
2013091400001001,X,2010000227620,,0,0,0,0,02/28/2014
2014012800631001,X,2013000263695,,0,0,0,0,02/28/2014
2014021901151001,X,2008000000979,,0,0,0,0,02/28/2014
2014021901126001,X,2008000063318,,0,0,0,0,02/28/2014
2014021800790004,X,2010000161245,,0,0,0,0,02/28/2014
2014021400074001,X,2006000450653,,0,0,0,0,02/28/2014
2014021200833003,X,,,1994,4,3928,204,02/28/2014
2014021900738001,X,2005000254490,,0,0,0,0,02/28/2014
2014021400253001,X,2013000318315,,0,0,0,0,02/28/2014
2014020300740001,X,2006000654667,,0,0,0,0,02/28/2014
2014021400562001,X,2005000338980,,0,0,0,0,02/28/2014
2014021001123001,X,2004000749589,,0,0,0,0,02/28/2014
2014021400270001,X,2012000454502,,0,0,0,0,02/28/2014
2014021400977003,X,,2014021400977001,0,0,0,0,02/28/2014
2014011000830001,X,2005000407837,,0,0,0,0,02/28/2014
2014021900901001,X,2008000332444,,0,0,0,0,02/28/2014
2014021201044001,X,2006000068877,,0,0,0,0,02/28/2014
2014010200134001,X,2010000002912,,0,0,0,0,02/28/2014
2014021201044002,X,2006000068877,,0,0,0,0,02/28/2014
2014022000163001,X,2004000633118,,0,0,0,0,02/28/2014
2014021800041001,X,2012000149706,,0,0,0,0,02/28/2014
2014022000215001,X,2010000299072,,0,0,0,0,02/28/2014
2014021400790001,X,2010000149651,,0,0,0,0,02/28/2014
2014021000982001,X,2006000285654,,0,0,0,0,02/28/2014
2014021200798001,X,2007000061408,,0,0,0,0,02/28/2014
2014021900531001,X,2008000488732,,0,0,0,0,02/28/2014
2014021900041001,X,2009000364950,,0,0,0,0,02/28/2014
2014021000998001,X,2006000338766,,0,0,0,0,02/28/2014
2014021201045001,X,2005000410152,,0,0,0,0,02/28/2014
2014021001059001,X,2006000599079,,0,0,0,0,02/28/2014
2014021300601001,X,2010000165632,,0,0,0,0,02/28/2014
2014021200228001,X,,,2002,3,5844,1349,02/28/2014
2014013001073001,X,,,2000,4,5684,2332,02/28/2014
2014021200800001,X,,,2000,2,1772,120,02/28/2014
2014021700112001,X,2004000718030,,0,0,0,0,02/28/2014
2014021001098001,X,2003000058443,,0,0,0,0,02/28/2014
2014021400974001,X,2007000385754,,0,0,0,0,02/28/2014
2014020300349001,X,2005000016971,,0,0,0,0,02/28/2014
2014020700156002,X,2007000273539,,0,0,0,0,02/28/2014
2014021900183001,X,2007000420719,,0,0,0,0,02/28/2014
2014021201048003,X,2006000086682,,0,0,0,0,02/28/2014
2014021400578002,X,,,1996,2,1406,803,02/28/2014
2014021400608002,X,2004000791843,,0,0,0,0,02/28/2014
2014021900702001,X,2005000448233,,0,0,0,0,02/28/2014
2014021201037001,X,,,2001,3,5159,2123,02/28/2014
2014020500077001,X,2007000440180,,0,0,0,0,02/28/2014
2014021700592001,X,2010000035748,,0,0,0,0,02/28/2014
2014021700091001,X,2006000246774,,0,0,0,0,02/28/2014
2014021201048004,X,2006000086682,,0,0,0,0,02/28/2014
2014021800551001,X,,,1947,1,4934,409,02/28/2014
2014020400548001,X,2008000324849,,0,0,0,0,02/28/2014
2014021900879001,X,,,1999,1,2836,1886,02/28/2014
2014021901186001,X,2008000025621,,0,0,0,0,02/28/2014
2014021300377001,X,2003000085363,,0,0,0,0,02/28/2014
2014022000250001,X,2007000425152,,0,0,0,0,02/28/2014
2014021900195001,X,2005000318892,,0,0,0,0,02/28/2014
2014021900293001,X,,,1992,3,2786,496,02/28/2014
2014021901091001,X,2005000463677,,0,0,0,0,02/28/2014
2014021901170001,X,2006000174098,,0,0,0,0,02/28/2014
2013121100988001,X,2010000247601,,0,0,0,0,02/28/2014
2014021900296001,X,2005000133022,,0,0,0,0,02/28/2014
2014022000271001,X,,,1998,1,2536,2133,02/28/2014
2014021300849003,X,2008000005636,,0,0,0,0,02/28/2014
2014021400089001,X,2007000422586,,0,0,0,0,02/28/2014
2014021901067001,X,2008000122125,,0,0,0,0,02/28/2014
2014021201049001,X,2004000675958,,0,0,0,0,02/28/2014
2014021800363002,X,2003000158691,,0,0,0,0,02/28/2014
2014021100025001,X,2007000271871,,0,0,0,0,02/28/2014
2014021300594001,X,2011000256057,,0,0,0,0,02/28/2014
2014020601038001,X,2007000553933,,0,0,0,0,02/28/2014
2014021000618001,X,,2014020700401001,0,0,0,0,02/28/2014
2014020400079004,X,,2014020400079003,0,0,0,0,02/28/2014
2014020500155001,X,,,2000,1,3164,532,02/28/2014
2014021200285002,X,2012000470259,,0,0,0,0,02/28/2014
2014021200285006,X,2012000417689,,0,0,0,0,02/28/2014
2014021200285003,X,2013000068820,,0,0,0,0,02/28/2014
2014020500155002,X,,,2000,1,3164,539,02/28/2014
2014012800611002,X,2004000325072,,0,0,0,0,02/28/2014
2014021901215001,X,2008000007000,,0,0,0,0,02/28/2014
2014013100167003,X,2011000210936,,0,0,0,0,02/28/2014
2013122701010005,X,2007000013566,,0,0,0,0,02/28/2014
2014021300351002,X,2008000014301,,0,0,0,0,02/28/2014
2013122701010006,X,2012000040105,,0,0,0,0,02/28/2014
2013112500424001,X,2013000392516,,0,0,0,0,02/28/2014
2014012800752001,X,2013000184128,,0,0,0,0,02/28/2014
2014020700897001,X,2003000510148,,0,0,0,0,02/28/2014
2013050600807004,X,2005000364888,,0,0,0,0,02/28/2014
2014011000005001,X,2006000052124,,0,0,0,0,02/28/2014
2014021100644002,X,2004000023304,,0,0,0,0,02/28/2014
2014020400694004,X,2008000388082,,0,0,0,0,02/28/2014
2014010600541001,X,2006000405557,,0,0,0,0,02/28/2014
2014020701164002,X,,2014020701164001,0,0,0,0,02/28/2014
2014021100705003,X,,,2001,3,5397,954,02/28/2014
2014020700977002,X,2011000129760,,0,0,0,0,02/28/2014
2014013100534003,X,2004000662170,,0,0,0,0,02/28/2014
2014021100802001,X,,,1937,4,4397,458,02/28/2014
2014013101051003,X,,2014013101051002,0,0,0,0,02/28/2014
2014020701060003,X,,2014020701060002,0,0,0,0,02/28/2014
2014020400713004,X,2008000484602,,0,0,0,0,02/28/2014
2014021100840004,X,,,1980,2,411,414,02/28/2014
2014012300424001,X,2008000038044,,0,0,0,0,02/28/2014
2014021700123001,X,2008000178583,,0,0,0,0,02/28/2014
2014021000684003,X,,,2001,3,5300,1771,02/28/2014
2013120900255003,X,2008000285200,,0,0,0,0,02/28/2014
2014011501479002,X,2003000507999,,0,0,0,0,02/28/2014
2014011400410001,X,2014000013774,,0,0,0,0,02/28/2014
2014020400921002,X,2008000295493,,0,0,0,0,02/28/2014
2014012301025003,X,,,1998,4,4993,2091,02/28/2014
2014011300100001,X,2008000486070,,0,0,0,0,02/28/2014
2013071800348003,X,,2013071800348002,0,0,0,0,02/28/2014
2014011001361001,X,2008000438360,,0,0,0,0,02/28/2014
2014011301277004,X,2007000404254,,0,0,0,0,02/28/2014
2014012101123002,X,2008000245735,,0,0,0,0,02/28/2014
2014020601330003,X,2008000206929,,0,0,0,0,02/28/2014
2014021000595003,X,,2014021000595002,0,0,0,0,02/28/2014
2014020601397002,X,,2014020601397001,0,0,0,0,02/28/2014
2014020500065003,X,2005000246629,,0,0,0,0,02/28/2014
2014021100363001,X,,,1942,1,4574,412,02/28/2014
2014021000288002,X,,,1922,3,5180,438,02/28/2014
2014010300868001,X,2008000038976,,0,0,0,0,02/28/2014
2014020301226001,X,2008000337869,,0,0,0,0,02/28/2014
2014021000453007,X,2007000260657,,0,0,0,0,02/28/2014
2013121901512003,X,2003000014168,,0,0,0,0,02/28/2014
2014021001264002,X,2009000335869,,0,0,0,0,02/28/2014
2014020500113002,X,,,2002,4,6402,2019,02/28/2014
2014020700932002,X,,2014020700932001,0,0,0,0,02/28/2014
2014020400319003,X,2004000720719,,0,0,0,0,02/28/2014
2014011700996003,X,,2014011700996002,0,0,0,0,02/28/2014
2014021100493003,X,2003000327144,,0,0,0,0,02/28/2014
2014020500306002,X,2009000312877,,0,0,0,0,02/28/2014
2014010700623005,X,2007000232919,,0,0,0,0,02/28/2014
2013122400053002,X,,,1989,2,941,1485,02/28/2014
2014012200652001,X,2003000465934,,0,0,0,0,02/28/2014
2014013100948003,X,2007000238283,,0,0,0,0,02/28/2014
2014020400357003,X,2013000493830,,0,0,0,0,02/28/2014
2014020701097003,X,2004000114886,,0,0,0,0,02/28/2014
2013121700914001,X,,,1982,3,1334,819,02/28/2014
2014020601091001,X,2014000008582,,0,0,0,0,02/28/2014
2014011300597002,X,2008000125727,,0,0,0,0,02/28/2014
2014020800036004,X,,2014020800036003,0,0,0,0,02/28/2014
2014021000411003,X,,2014021000411002,0,0,0,0,02/28/2014
2014013101050004,X,2005000429224,,0,0,0,0,02/28/2014
2014011600859001,X,2010000375726,,0,0,0,0,02/28/2014
2014020700534003,X,2013000359032,,0,0,0,0,02/28/2014
2013121300146002,X,2011000024417,,0,0,0,0,02/28/2014
2014011700206003,X,,2014011700206001,0,0,0,0,02/28/2014
2014011500188004,X,2007000280904,,0,0,0,0,02/28/2014
2014020701068003,X,,2014020701068002,0,0,0,0,02/28/2014
2014011600939001,X,2010000159892,,0,0,0,0,02/28/2014
2014020500657004,X,,,1986,1,1090,1921,02/28/2014
2014013101047003,X,,2014013101047002,0,0,0,0,02/28/2014
2014011700878002,X,2011000240242,,0,0,0,0,02/28/2014
2014020700469006,X,2005000112745,,0,0,0,0,02/28/2014
2014020400830003,X,,2014020400830002,0,0,0,0,02/28/2014
2014020400951002,X,,,1987,2,783,638,02/28/2014
2014020600498002,X,,,1980,3,1183,1232,02/28/2014
2014020500957002,X,,,2002,1,3662,1137,02/28/2014
2014020701056002,X,,,1999,4,5137,962,02/28/2014
2014020700646003,X,2006000248919,,0,0,0,0,02/28/2014
2014020400833002,X,,,1983,2,505,1672,02/28/2014
2014020700100005,X,,,1988,2,833,2455,02/28/2014
2014012300377003,X,2010000260181,,0,0,0,0,02/28/2014
2014021000030002,X,,,1998,1,2572,1499,02/28/2014
2014020601464002,X,,2014020601464001,0,0,0,0,02/28/2014
2014020500584005,X,,,2002,4,6472,751,02/28/2014
2014020400062006,X,2008000082577,,0,0,0,0,02/28/2014
2014020700369005,X,,2014020700369004,0,0,0,0,02/28/2014
2013091700769001,X,2007000542145,,0,0,0,0,02/28/2014
2014021800822001,X,2008000037096,,0,0,0,0,02/28/2014
2014020500662001,X,2004000450348,,0,0,0,0,02/28/2014
2014021200955001,X,,,2000,3,4794,1835,02/28/2014
2013050601227001,X,,,2002,4,6265,587,02/28/2014
2014021801100001,X,2005000450099,,0,0,0,0,02/28/2014
2014021700293002,X,2006000673626,,0,0,0,0,02/28/2014
2014021801044001,X,2008000485966,,0,0,0,0,02/28/2014
2014021900338001,X,2005000521598,,0,0,0,0,02/28/2014
2014021800890001,X,2006000508318,,0,0,0,0,02/28/2014
2014021800901001,X,2008000005649,,0,0,0,0,02/28/2014
2014021900538001,X,2005000161917,,0,0,0,0,02/28/2014
2014020500589001,X,2007000568405,,0,0,0,0,02/28/2014
2013081500685001,X,2005000024456,,0,0,0,0,02/28/2014
2014021200923002,X,2006000033598,,0,0,0,0,02/28/2014
2013102800535001,X,2008000429520,,0,0,0,0,02/28/2014
2014021200508002,X,2010000321639,,0,0,0,0,02/28/2014
2014020501230001,X,2008000475464,,0,0,0,0,02/28/2014
2014021900769001,X,2003000404962,,0,0,0,0,02/28/2014
2014021800888001,X,2008000276565,,0,0,0,0,02/28/2014
2014020300112001,X,2008000425857,,0,0,0,0,02/28/2014
2014021200645001,X,2008000376551,,0,0,0,0,02/28/2014
2014021900678001,X,2005000522571,,0,0,0,0,02/28/2014
2014021800820001,X,,,1991,3,2770,792,02/28/2014
2014020400851001,X,2004000412031,,0,0,0,0,02/28/2014
2013123001120002,X,2005000717506,,0,0,0,0,02/28/2014
2014021800175002,X,2011000350976,,0,0,0,0,02/28/2014
2014012801429001,X,2003000153070,,0,0,0,0,02/28/2014
2014021800761001,X,,,2001,3,5150,157,02/28/2014
2014021900289001,X,2007000564493,,0,0,0,0,02/28/2014
2014021800767001,X,,,1998,3,4352,1926,02/28/2014
2014020700057001,X,2005000055458,,0,0,0,0,02/28/2014
2014020700703001,X,2006000114920,,0,0,0,0,02/28/2014
2014021900312001,X,2008000142664,,0,0,0,0,02/28/2014
2014021400666002,X,2006000003307,,0,0,0,0,02/28/2014
2014020300428002,X,2013000265572,,0,0,0,0,02/28/2014
2014021201155001,X,2004000709264,,0,0,0,0,02/28/2014
2014021900386001,X,2003000315956,,0,0,0,0,02/28/2014
2014021100894002,X,2007000283513,,0,0,0,0,02/28/2014
2014021100788001,X,2004000444387,,0,0,0,0,02/28/2014
2014020700675001,X,2008000211622,,0,0,0,0,02/28/2014
2014021900311001,X,2008000160947,,0,0,0,0,02/28/2014
2014021900298001,X,2005000040971,,0,0,0,0,02/28/2014
2014021800703001,X,2008000096401,,0,0,0,0,02/28/2014
2014021900283001,X,2005000062115,,0,0,0,0,02/28/2014
2013112100732002,X,2004000699412,,0,0,0,0,02/28/2014
2014021900285001,X,2008000185033,,0,0,0,0,02/28/2014
2014021300423001,X,,2013102900701004,0,0,0,0,02/28/2014
2014021100882001,X,2006000469438,,0,0,0,0,02/28/2014
2014011001251001,X,2008000137668,,0,0,0,0,02/28/2014
2014012201144002,X,2005000219572,,0,0,0,0,02/28/2014
2014010900331001,X,2006000157893,,0,0,0,0,02/28/2014
2014021400096001,X,2011000337470,,0,0,0,0,02/28/2014
2014010300104001,X,,,1994,4,3830,2020,02/28/2014
2014021200975004,X,2006000021206,,0,0,0,0,02/28/2014
2014021801010001,X,2011000205744,,0,0,0,0,02/28/2014
2014021900104001,X,2010000052899,,0,0,0,0,02/28/2014
2014020701276001,X,2010000408696,,0,0,0,0,02/28/2014
2014021900106001,X,2006000472320,,0,0,0,0,02/28/2014
2014020601479001,X,2005000521270,,0,0,0,0,02/28/2014
2014021801261001,X,,,1996,4,4289,2456,02/28/2014
2014021200584001,X,2007000313807,,0,0,0,0,02/28/2014
2013112601296003,X,2006000470569,,0,0,0,0,02/28/2014
2014020400529003,X,2007000066237,,0,0,0,0,02/28/2014
2014021800993001,X,2006000537925,,0,0,0,0,02/28/2014
2014021001354001,X,,,2000,3,4924,330,02/28/2014
2014021101247001,X,2006000476636,,0,0,0,0,02/28/2014
2014021801034001,X,2007000514943,,0,0,0,0,02/28/2014
2014021101285002,X,,,1997,3,3969,1824,02/28/2014
2014021300869004,X,,2014021300869003,0,0,0,0,02/28/2014
2014021800967001,X,2004000223231,,0,0,0,0,02/28/2014
2014021300869006,X,,2014021300869005,0,0,0,0,02/28/2014
2014021400139004,X,2006000411135,,0,0,0,0,02/28/2014
2014021300378001,X,2007000627029,,0,0,0,0,02/28/2014
2014021400404004,X,,2014021400404003,0,0,0,0,02/28/2014
2014020400356001,X,,,1968,1,125,381,02/28/2014
2014021101329001,X,2004000643463,,0,0,0,0,02/28/2014
2014021700431002,X,2008000418909,,0,0,0,0,02/28/2014
2014021800952001,X,2007000617554,,0,0,0,0,02/28/2014
2014020400529004,X,2007000066257,,0,0,0,0,02/28/2014
2014013000786003,X,,,1930,1,4016,451,02/28/2014
2014020500089002,X,2006000575056,,0,0,0,0,02/28/2014
2014021400936001,X,,,1958,2,3341,449,02/28/2014
2014013100835003,X,,2014013100835002,0,0,0,0,02/28/2014
2014020700218002,X,2013000450700,,0,0,0,0,02/28/2014
2014020400203003,X,2007000589070,,0,0,0,0,02/28/2014
2013122400404003,X,2004000487301,,0,0,0,0,02/28/2014
2014020400529005,X,2008000059350,,0,0,0,0,02/28/2014
2014020500853002,X,2010000299708,,0,0,0,0,02/28/2014
2014012000155003,X,2006000705421,,0,0,0,0,02/28/2014
2014020400441002,X,,,1989,1,1608,58,02/28/2014
2014020400529006,X,2008000059351,,0,0,0,0,02/28/2014
2014012900062001,X,,,1990,3,2591,445,02/28/2014
2014020701069003,X,2008000398160,,0,0,0,0,02/28/2014
2014011100078003,X,,2014011100078002,0,0,0,0,02/28/2014
2014020400579003,X,,,1990,4,3050,1,02/28/2014
2014020100032001,X,2008000169381,,0,0,0,0,02/28/2014
2014020300790002,X,2007000508238,,0,0,0,0,02/28/2014
2014020600562003,X,,2014020600562001,0,0,0,0,02/28/2014
2014020700463003,X,2006000000290,,0,0,0,0,02/28/2014
2014020300285004,X,2009000183624,,0,0,0,0,02/28/2014
2014020500228001,X,2004000679156,,0,0,0,0,02/28/2014
2014010601004002,X,2009000361724,,0,0,0,0,02/28/2014
2014020601214003,X,2005000079409,,0,0,0,0,02/28/2014
2014012900678003,X,2004000700112,,0,0,0,0,02/28/2014
2014020601018005,X,2008000225884,,0,0,0,0,02/28/2014
2013112101183003,X,2011000104582,,0,0,0,0,02/28/2014
2013121900860001,X,2011000376499,,0,0,0,0,02/28/2014
2014020600818003,X,,,1934,2,1692,364,02/28/2014
2014020300456002,X,,,1993,3,3161,1757,02/28/2014
2014011100070003,X,,2014011100070002,0,0,0,0,02/28/2014
2014020500691003,X,,2014020500691002,0,0,0,0,02/28/2014
2014020500381004,X,,,1999,1,2816,480,02/28/2014
2014020300076002,X,2005000194355,,0,0,0,0,02/28/2014
2012101800922002,X,2010000348426,,0,0,0,0,02/28/2014
2014013100530001,X,2005000164682,,0,0,0,0,02/28/2014
2014012700379002,X,,2014012700379001,0,0,0,0,02/28/2014
2014013001011003,X,,,1998,1,2551,669,02/28/2014
2014011100088003,X,,2014011100088002,0,0,0,0,02/28/2014
2014020400505003,X,,2014020400505002,0,0,0,0,02/28/2014
2014013000264002,X,2007000506483,,0,0,0,0,02/28/2014
2014020601351001,X,2014000048272,,0,0,0,0,02/28/2014
2014011400172005,X,2006000107418,,0,0,0,0,02/28/2014
2014013001167001,X,2013000047418,,0,0,0,0,02/28/2014
2014013000871002,X,2012000188539,,0,0,0,0,02/28/2014
2014020500711003,X,2005000185766,,0,0,0,0,02/28/2014
2014021100912002,X,2006000246351,,0,0,0,0,02/28/2014
2014020600346002,X,2003000310670,,0,0,0,0,02/28/2014
2014020400157003,X,2007000066233,,0,0,0,0,02/28/2014
2014013101073004,X,2007000066261,,0,0,0,0,02/28/2014
2014020400850005,X,2008000062497,,0,0,0,0,02/28/2014
2014020400062003,X,2007000066253,,0,0,0,0,02/28/2014
2014020400850006,X,2008000062498,,0,0,0,0,02/28/2014
2014013101073005,X,2008000069440,,0,0,0,0,02/28/2014
2014020400850002,X,2006000567299,,0,0,0,0,02/28/2014
2014013101073006,X,2008000114692,,0,0,0,0,02/28/2014
2014020400157004,X,2007000066255,,0,0,0,0,02/28/2014
2014020200006003,X,2008000069429,,0,0,0,0,02/28/2014
2014013101073001,X,,,1996,1,2284,1485,02/28/2014
2014020200006004,X,2007000066263,,0,0,0,0,02/28/2014
2014020400157005,X,2008000114692,,0,0,0,0,02/28/2014
2014020301061005,X,,,1955,1,5577,299,02/28/2014
2014020400157006,X,2008000114693,,0,0,0,0,02/28/2014
2014012401173002,X,,2014012401173001,0,0,0,0,02/28/2014
2014011600204001,X,2006000278979,,0,0,0,0,02/28/2014
2014020600872002,X,,,1998,3,4292,1190,02/28/2014
2014012900231002,X,2009000312444,,0,0,0,0,02/28/2014
2014020601066003,X,2008000356084,,0,0,0,0,02/28/2014
2014012200866003,X,,,1999,3,4405,2154,02/28/2014
2014013100374002,X,2011000170301,,0,0,0,0,02/28/2014
2014020400678005,X,,2014020400678004,0,0,0,0,02/28/2014
2014020500514005,X,2012000249475,,0,0,0,0,02/28/2014
2014020601433004,X,,,1980,2,411,434,02/28/2014
2014012700249002,X,2006000280436,,0,0,0,0,02/28/2014
2014020400618005,X,2009000052795,,0,0,0,0,02/28/2014
2013083100096002,X,,,1993,3,3127,2268,02/28/2014
2014020400501001,X,,,2001,2,1896,105,02/28/2014
2014010800926003,X,2006000348899,,0,0,0,0,02/28/2014
2014020700090003,X,2010000047685,,0,0,0,0,02/28/2014
2014021800860001,X,2008000347514,,0,0,0,0,02/28/2014
2014021200446001,X,2006000328801,,0,0,0,0,02/28/2014
2014012900005001,X,2009000280136,,0,0,0,0,02/28/2014
2014020500342005,X,2013000081275,,0,0,0,0,02/28/2014
2014020400652002,X,,,1999,3,4628,577,02/28/2014
2013091600322003,X,2010000215804,,0,0,0,0,02/28/2014
2014020501073003,X,,2014020501073001,0,0,0,0,02/28/2014
2013091600322004,X,2010000215804,,0,0,0,0,02/28/2014
2014021200340001,X,,,2001,3,5295,2142,02/28/2014
2014012800257001,X,2006000679240,,0,0,0,0,02/28/2014
2014012400559001,X,2005000412896,,0,0,0,0,02/28/2014
2014011700208001,X,2013000450568,,0,0,0,0,02/28/2014
2014021200609001,X,,,2002,3,5765,910,02/28/2014
2014021800312001,X,2007000449852,,0,0,0,0,02/28/2014
2014021300249002,X,2005000154834,,0,0,0,0,02/28/2014
2013100200403002,X,2007000311360,,0,0,0,0,02/28/2014
2014021700280001,X,2005000609077,,0,0,0,0,02/28/2014
2014012100718001,X,2006000438223,,0,0,0,0,02/28/2014
2014021800514001,X,2005000428602,,0,0,0,0,02/28/2014
2014012100629001,X,2007000358788,,0,0,0,0,02/28/2014
2014021700292001,X,2006000634490,,0,0,0,0,02/28/2014
2014021400046008,X,,,1978,1,430,1768,02/28/2014
2014021700343001,X,2008000267736,,0,0,0,0,02/28/2014
2014020500146002,X,2006000328930,,0,0,0,0,02/28/2014
2014012800848001,X,2004000354808,,0,0,0,0,02/28/2014
2014021700084001,X,2006000698761,,0,0,0,0,02/28/2014
2014021800649001,X,2005000322202,,0,0,0,0,02/28/2014
2014020500146003,X,2006000328930,,0,0,0,0,02/28/2014
2014021700754001,X,2006000586400,,0,0,0,0,02/28/2014
2014020600517002,X,,,2002,4,6484,1034,02/28/2014
2014020400255003,X,2007000348403,,0,0,0,0,02/28/2014
2014021800154001,X,2006000581981,,0,0,0,0,02/28/2014
2014021700096001,X,,,2002,4,6648,303,02/28/2014
2014021700326001,X,2005000241728,,0,0,0,0,02/28/2014
2014012800422002,X,2014000025347,,0,0,0,0,02/28/2014
2014021101308001,X,2006000558778,,0,0,0,0,02/28/2014
2014021200118002,X,,,2002,1,3683,835,02/28/2014
2014010701050007,X,2003000325543,,0,0,0,0,02/28/2014
2014021000467001,X,2006000288167,,0,0,0,0,02/28/2014
2014021401006001,X,2006000310635,,0,0,0,0,02/28/2014
2014021100971002,X,,,1988,4,2533,1542,02/28/2014
2013071700518001,X,2006000441581,,0,0,0,0,02/28/2014
2014021800629001,X,2005000554802,,0,0,0,0,02/28/2014
2014021400325001,X,2008000220825,,0,0,0,0,02/28/2014
2014021101318001,X,2008000336517,,0,0,0,0,02/28/2014
2014021400834001,X,,,1964,2,3854,185,02/28/2014
2014021101318002,X,2008000336517,,0,0,0,0,02/28/2014
2014021000734001,X,2005000272624,,0,0,0,0,02/28/2014
2014020700259001,X,,,2001,3,5093,842,02/28/2014
2014012900668003,X,,,2000,2,1784,1479,02/28/2014
2014020700737002,X,2005000700261,,0,0,0,0,02/28/2014
2014021700360001,X,2006000560416,,0,0,0,0,02/28/2014
2014021700557001,X,2008000230471,,0,0,0,0,02/28/2014
2014021700349001,X,2008000171008,,0,0,0,0,02/28/2014
2014012800292002,X,2006000275236,,0,0,0,0,02/28/2014
2014021400073001,X,2005000341637,,0,0,0,0,02/28/2014
2014021700590001,X,2008000027003,,0,0,0,0,02/28/2014
2014021100620003,X,2008000456465,,0,0,0,0,02/28/2014
2014021400266001,X,2006000415376,,0,0,0,0,02/28/2014
2014021401140001,X,,,2000,3,4708,2070,02/28/2014
2014021700361001,X,2004000563252,,0,0,0,0,02/28/2014
2014021401141001,X,2007000338703,,0,0,0,0,02/28/2014
