DOCUMENT ID,RECORD TYPE,BOROUGH,BLOCK,LOT,EASEMENT,PARTIAL LOT,AIR RIGHTS,SUBTERRANEAN RIGHTS,PROPERTY TYPE,STREET NUMBER,STREET NAME,UNIT,GOOD THROUGH DATE
2014021800150001,L,2,4020,53,N,E,N,N,CR,1750,MELVILLE STREET,,02/28/2014
2014021400404001,L,4,4083,37,N,E,N,N,CR,18-42,COLLEGE POINT BLVD,,02/28/2014
2014021400447001,L,3,3367,37,N,E,N,N,D3,556,EVERGREEN AVENUE,,02/28/2014
2014012000402003,L,3,6135,1014,N,E,N,N,SC,9921,4 AVENUE,2H,02/28/2014
2014021200846002,L,3,5588,1007,N,E,N,N,SC,1167,41ST   STREET,1,02/28/2014
2014020700784001,L,1,1735,1060,N,E,N,N,SC,48,WEST 138 STREET,5A,02/28/2014
2014011200046001,L,3,3952,32,N,E,N,N,D2,170,ASHFORD STREET,,02/28/2014
2014020701227001,L,1,579,1,N,E,N,N,CR,282,HUDSON STREET,,02/28/2014
2014021100292001,L,3,4415,1014,N,E,N,N,SC,1065,VERMONT STREET,5 4B,02/28/2014
2014010900959001,L,3,5572,40,N,E,N,N,CR,6722,BAY PARKWAY,,02/28/2014
2014021201100001,L,3,4456,61,N,E,N,N,AP,425,MONTAUK AVENUE,,02/28/2014
2014021400139001,L,3,1340,63,N,E,N,N,D3,1519,DEAN STREET,,02/28/2014
2014010900275001,L,1,1406,1362,N,E,N,N,SC,737,PARK AVENUE,17A,02/28/2014
2014021400444001,L,3,1045,12,N,E,N,N,CR,28-30,15TH   STREET,,02/28/2014
2014021100378003,L,3,7698,9,N,E,N,N,D1,1579,EAST 36TH   STREET,,02/28/2014
2014020601120001,L,1,1419,1368,N,P,N,N,SC,200,EAST 65TH STREET,32N,02/28/2014
2014021200204001,L,1,2095,1034,N,E,N,N,SC,603,WEST 148 STREET,9A,02/28/2014
2014021200919002,L,2,2931,1105,N,E,N,N,SC,1349,FRANKLIN AVENUE,2A,02/28/2014
2014021300303001,L,3,6064,19,N,E,N,N,D6,352,89TH   STREET,,02/28/2014
2014021200829001,L,3,8473,17,N,E,N,N,D1,1851,MADISON PLACE,,02/28/2014
2013121200429001,L,4,12067,81,N,E,N,N,D1,129-07,143RD STREET,,02/28/2014
2014020500878002,L,3,5703,42,N,E,N,N,OF,5824,12TH   AVENUE,4,02/28/2014
2014021800190001,L,1,1564,16,N,E,N,N,D1,437,EAST 84TH STREET,,02/28/2014
2014020600665002,L,3,5689,74,N,E,N,N,OF,1117,57TH   STREET,,02/28/2014
2014020600665001,L,3,5689,74,N,E,N,N,OF,1117,57TH   STREET,,02/28/2014
2014021200921001,L,4,4511,68,N,E,N,N,D1,6-02,CLINTONVILLE STREET,,02/28/2014
2014013000270001,L,4,15537,147,N,E,N,N,CR,1600,CENTRAL AVENUE,,02/28/2014
2014021200342001,L,4,2384,134,N,E,N,N,D1,51-25,65TH STREET,,02/28/2014
2014021000385001,L,4,3406,30,N,E,N,N,D6,1878,BLEECKER STREET,,02/28/2014
2014021400697001,L,1,1831,61,N,E,N,N,CR,256,WEST 116TH STREET,,02/28/2014
2014020100064002,L,1,1323,1130,N,E,N,N,SC,255,EAST 49TH STREET,25B,02/28/2014
2013062101521001,L,2,5014,85,N,E,N,N,D1,4168,ELY AVE,,02/28/2014
2014021200118001,L,1,1529,33,N,E,N,N,D4,232,EAST 84TH STREET,,02/28/2014
2014013000836001,L,4,6146,42,N,E,N,N,D1,36-29,201 STREET,,02/28/2014
2014012800247004,L,1,1125,1275,N,E,N,N,SC,27,WEST 72ND STREET,705,02/28/2014
2014013001044001,L,4,11758,74,N,E,N,N,RP,123-54,135TH   STREET,,02/28/2014
2014013001044001,L,4,11758,217,N,E,N,N,VR,N/A,134TH   STREET,,02/28/2014
2014020300735001,L,4,13249,9,N,E,N,N,D1,137-27,246 STREET,,02/28/2014
2014010701005001,L,4,9047,34,N,E,N,N,F4,75-15,101ST   AVENUE,,02/28/2014
2014012300763001,L,3,4140,22,N,E,N,N,D2,230,RICHMOND STREET,,02/28/2014
2014012100092001,L,3,4772,52,N,E,N,N,D1,757,EAST 51ST,,02/28/2014
2014012900975001,L,4,3380,74,N,E,N,N,D2,2013,HARMAN STREET,,02/28/2014
2013120600193001,L,3,3162,12,N,E,N,N,CR,106,MELROSE STREET,,02/28/2014
2014013100828001,L,2,5577,100,N,E,N,N,D1,313,REVERE AVENUE,,02/28/2014
2014012200645001,L,4,15598,611,N,E,N,N,D1,811,MEEHAN AVENUE,,02/28/2014
2014013000989001,L,3,2263,30,N,E,N,N,F4,194,WALLABOUT STREET,,02/28/2014
2014013000815001,L,4,3291,77,N,E,N,N,D2,156,BURNS STREET,,02/28/2014
2014013001009003,L,4,4832,65,N,E,N,N,D1,151-41,27TH   AVENUE,,02/28/2014
2014013000982001,L,4,716,15,N,E,N,N,D6,25-75,45TH   STREET,,02/28/2014
2014013000515001,L,4,1974,25,N,E,N,N,CR,40-42,NATIONAL STREET,,02/28/2014
2014013000639001,L,4,4028,1,N,E,N,N,D2,9-47,120 STREET,,02/28/2014
2014012700380001,L,4,6718,130,N,E,N,N,D1,150-02,COOLIDGE AVENUE,,02/28/2014
2014012300132001,L,4,12763,47,N,E,N,N,D1,118-31,226TH STREET,,02/28/2014
2014013100092001,L,4,1285,53,N,E,N,N,AP,37-28,75TH   STREET,I,02/28/2014
2014013101178001,L,3,1006,28,N,E,N,N,D3,388,8 STREET,10,02/28/2014
2014020300227001,L,3,8479,72,N,E,N,N,D1,1854,EAST 36TH STREET,,02/28/2014
2014020300099001,L,4,9305,6,N,E,N,N,CR,115-14,JAMAICA AVENUE,,02/28/2014
2014012800657001,L,3,2350,1002,N,E,N,N,CC,85,NORTH 3RD   STREET,COMM-,02/28/2014
2013091600801001,L,4,15315,75,N,P,N,N,VR,N/A,198TH   AVENUE,,02/28/2014
2014013100149002,L,4,713,52,N,E,N,N,RP,3055,44TH STREET,,02/28/2014
2013110401605001,L,4,12896,113,N,E,N,N,RP,219-29,130 DRIVE,,02/28/2014
2014012701321001,L,4,1706,52,N,E,N,N,D3,32-07,112TH   STREET,,02/28/2014
2013071200780001,L,4,9904,69,N,E,N,N,RP,183-11,91ST   AVENUE,,02/28/2014
2014013100742001,L,4,2453,40,N,E,N,N,CR,79-00,QUEENS BOULEVARD,,02/28/2014
2014012900708001,L,4,2264,1149,N,E,N,N,SC,112-01,QUEENS BOULEVARD,17G,02/28/2014
2014010600974001,L,2,4523,43,N,E,N,N,D1,2735,TENBROECK AVENUE,,02/28/2014
2014012500076001,L,3,1615,65,N,E,N,N,D1,829,GREENE AVENUE,,02/28/2014
2014012800395001,L,4,10916,10,N,E,N,N,D1,104-23,209TH   STREET,,02/28/2014
2014012800537001,L,4,8252,24,N,E,N,N,D1,253-04,BRATTLE AVENUE,,02/28/2014
2014020300363001,L,1,1843,1009,N,E,N,N,SC,67,WEST 107 STREET,10,02/28/2014
2014020300363001,L,1,1843,1028,N,E,N,N,SC,65,WEST 107 STREET,3C,02/28/2014
2014020300363001,L,1,1843,1031,N,E,N,N,SC,65,WEST 107 STREET,4B,02/28/2014
2014021700163002,L,3,1508,26,N,E,N,N,D2,392,BAINBRIDGE ST,,02/28/2014
2014021200506001,L,2,4166,31,N,E,N,N,F1,1605,CROSBY AVENUE,,02/28/2014
2014021201222001,L,1,1237,1022,N,E,N,N,SC,251,WEST 89TH STREET,10B,02/28/2014
2014021700358002,L,1,2050,149,N,E,N,N,VN,655,ST NICHOLAS AVENUE,,02/28/2014
2014021700358001,L,1,2050,149,N,E,N,N,CR,655,ST NICHOLAS AVENUE,,02/28/2014
2014010701050004,L,1,1277,1006,N,E,N,N,CC,509,5 AVENUE,OFF6,02/28/2014
2014010701050004,L,1,1277,1011,N,E,N,N,CC,509,5 AVENUE,OFF11,02/28/2014
2014010701050002,L,1,1277,1003,N,E,N,N,CC,509,5 AVENUE,OFF3,02/28/2014
2014010701050002,L,1,1277,1004,N,E,N,N,CC,509,5 AVENUE,OFF4,02/28/2014
2014010701050002,L,1,1277,1010,N,E,N,N,CC,509,5 AVENUE,OFF10,02/28/2014
2014010701050002,L,1,1277,1011,N,E,N,N,CC,509,5 AVENUE,OFF11,02/28/2014
2014010801135002,L,1,695,1572,N,E,N,N,SC,555,WEST 23RD   STREET,S11F,02/28/2014
2014021200304001,L,2,4365,64,N,E,N,N,AP,1135,PELHAM PARKWAY NORTH,,02/28/2014
2014021400667001,L,4,13472,24,N,E,N,N,D1,145-59,224TH   STREET,,02/28/2014
2013112500787003,L,4,7467,8,N,E,N,N,D2,58-12,217TH   STREET,,02/28/2014
2014021100176001,L,4,5010,7070,N,E,N,N,SC,36-25,UNION STREET,4B,02/28/2014
2014021001352001,L,4,5534,130,N,E,N,N,D1,45-66,193RD   STREET,,02/28/2014
2014021200151001,L,1,1216,1024,N,E,N,N,SC,176,WEST 86TH   STREET,5C,02/28/2014
2014021100768002,L,3,1514,13,N,E,N,N,D2,344,CHAUNCEY STREET,,02/28/2014
2014021400315003,L,3,1785,1,N,E,N,N,VN,683-691,MARCY AVENUE,,02/28/2014
2014021400315001,L,3,1785,1,N,E,N,N,VN,683-691,MARCY AVENUE,,02/28/2014
2014021100943001,L,4,11238,47,N,E,N,N,D1,221-40,MURDOCK AVENUE,,02/28/2014
2014021700145001,L,3,2263,1620,N,E,N,N,SC,200,WALLABOUT STREET,5C,02/28/2014
2014021400155001,L,3,1768,31,N,E,N,N,D4,628,WILLOUGHBY AVENUE,,02/28/2014
2014021200069001,L,2,3597,14,N,E,N,N,D3,724,SOUNDVIEW AVENUE,,02/28/2014
2014020400510001,L,1,1487,1278,N,E,N,N,SC,530,EAST 76TH STREET,16A,02/28/2014
2014021001262001,L,1,53,1034,N,E,N,N,SC,120,GREENWICH STREET,5D,02/28/2014
2014021600018001,L,4,1374,140,N,E,N,N,D1,26-51,94TH STREET,,02/28/2014
2014012800590001,L,4,10373,28,N,E,N,N,D1,104-20,188TH   STREET,,02/28/2014
2014021400959001,L,4,12171,16,N,E,N,N,D2,111-19,156 STREET,,02/28/2014
2014021100585001,L,4,518,1005,N,E,N,N,SC,12-14,31ST   AVENUE,3,02/28/2014
2014021100293001,L,4,725,44,N,E,N,N,D2,31-40,47TH   STREET,,02/28/2014
2014020701070001,L,4,5893,2264,N,E,N,N,SC,209-11,26TH   AVENUE,3J,02/28/2014
2014021400817001,L,4,2391,35,N,E,N,N,D1,46-22,66TH STREET,,02/28/2014
2014020900007001,L,4,9518,30,N,E,N,N,OF,113-03,LIBERTY AVENUE,,02/28/2014
2014021400865001,L,4,10162,62,N,E,N,N,D2,104-39,164 STREET,,02/28/2014
2014021000428001,L,2,3032,54,N,E,N,N,AP,4683,PARK AVENUE,,02/28/2014
2014020300363001,L,1,1843,1039,N,E,N,N,SC,63,WEST 107 STREET,63(2),02/28/2014
2014020300363001,L,1,1843,1043,N,E,N,N,SC,63,WEST 107 STREET,23,02/28/2014
2014013000847001,L,3,5135,44,N,E,N,N,AP,2391,BEDFORD AVENUE,39,02/28/2014
2014020300585001,L,3,1365,44,N,E,N,N,D2,1290,PROSPECT PLACE,,02/28/2014
2014012301055001,L,2,3058,70,N,E,N,N,AP,553,EAST 188 STREET,,02/28/2014
2014012800156002,L,1,172,1015,N,E,N,N,SC,376,BROADWAY,3G,02/28/2014
2014012700112001,L,3,8722,475,N,E,N,N,AP,210,BRIGHTON 15TH STREET,,02/28/2014
2014012700112001,L,3,8723,410,N,E,N,N,AP,211,BRIGHTON 15TH STREET,,02/28/2014
2014020100072001,L,4,14239,1201,N,E,N,N,D2,102-36,FIRST STREET,,02/28/2014
2014012900821001,L,3,2237,2807,N,E,N,N,SC,135,MIDDLETON STREET,3L,02/28/2014
2014012701291001,L,3,4415,1479,N,E,N,N,SC,240,COZINE AVENUE,10 7B,02/28/2014
2014012901263001,L,3,5037,20,N,E,N,N,D1,36,RUTLAND ROAD,,02/28/2014
2014012900800001,L,3,4415,1092,N,E,N,N,SC,190,COZINE AVENUE,6 2A,02/28/2014
2014012700730001,L,3,5990,74,N,E,N,N,D2,527,81ST   STREET,,02/28/2014
2014012700949001,L,3,4047,157,N,E,N,N,D1,923,BLAKE AVENUE,,02/28/2014
2014012900992001,L,4,9845,58,N,E,N,N,D3,87-03,KINGSTON PLACE,,02/28/2014
2014012900268001,L,4,3866,162,N,E,N,N,CR,89-10,WOODHAVEN BOULEVARD,,02/28/2014
2013123000579001,L,4,657,10,N,E,N,N,CR,31-79,37TH   STREET,,02/28/2014
2014012100697002,L,4,11209,34,N,E,N,N,D1,225-33,112TH   AVENUE,,02/28/2014
2014010800387001,L,4,1010,1080,N,E,N,N,SC,22-46,79TH STREET,1B,02/28/2014
2014012300491001,L,4,8286,94,N,E,N,N,RP,240-29,65 AVENUE,,02/28/2014
2014012301105001,L,4,5066,1532,N,E,N,N,SC,40-28,COLLEGE POINT BLVD,1702,02/28/2014
2014011700379001,L,4,12863,60,N,E,N,N,RP,121-42,237TH STREET,,02/28/2014
2014012700475001,L,4,2082,1287,N,E,N,N,SC,62-54,97TH   PLACE,11B,02/28/2014
2014011500348002,L,4,1540,1002,N,E,N,N,OT,81-15,QUEENS BOULEVARD,COM1B,02/28/2014
2014011500348002,L,4,1540,1064,N,E,N,N,PS,81-15,QUEENS BOULEVARD,P-18,02/28/2014
2014011601161003,L,4,47,1120,N,E,N,N,SC,10-40,46TH   ROAD,4C,02/28/2014
2014012900150002,L,1,1141,1033,N,E,N,N,SC,104,WEST 70TH   STREET,5H,02/28/2014
2014020200013003,L,3,3430,30,N,E,N,N,D6,862,KNICKERBOCKER AVENUE,,02/28/2014
2014012400173001,L,3,3359,47,N,E,N,N,D2,1115,MADISON STREET,,02/28/2014
2014013100347001,L,4,6409,53,N,E,N,N,RP,59-10,146 STREET,,02/28/2014
2014013100208002,L,4,9175,75,N,E,N,N,D1,109-33,97TH   STREET,,02/28/2014
2014020100061001,L,1,1623,43,N,E,N,N,D3,62,EAST 118 STREET,,02/28/2014
2014020100054002,L,1,27,1066,N,E,N,N,SC,55,WALL STREET,733,02/28/2014
2014012500063001,L,3,6408,111,N,E,N,N,RP,131,BAY 23RD STREET,,02/28/2014
2014012900582001,L,1,1473,1080,N,E,N,N,SC,404,EAST 79TH   STREET,4D,02/28/2014
2014021400690001,L,4,12279,65,N,E,N,N,D1,132-11,154TH   STREET,,02/28/2014
2014021001116003,L,3,299,1055,N,E,N,N,SC,100,CONGRESS STREET,506,02/28/2014
2014021201007001,L,3,1846,40,N,E,N,N,D6,318,HALSEY STREET,,02/28/2014
2013121801396001,L,1,567,1040,N,E,N,N,SC,25,FIFTH AVENUE,6C,02/28/2014
2014020700791003,L,3,269,1117,N,E,N,N,SC,110,LIVINGSTON STREET,7N,02/28/2014
2014021000409001,L,3,285,35,N,E,N,N,AP,137,PACIFIC STREET,,02/28/2014
2014020800044001,L,1,1253,1012,N,E,N,N,SC,317,WEST 95TH STREET,F3,02/28/2014
2014020300547001,L,4,15544,21,N,E,N,N,D2,1140,BAYPORT PLACE,,02/28/2014
2014012900686001,L,3,4121,136,N,E,N,N,D2,126,LINCOLN AVENUE,,02/28/2014
2014021001256002,L,3,7382,113,N,E,N,N,D1,4284,BEDFORD AVENUE,,02/28/2014
2014020701223001,L,3,1855,1003,N,E,N,N,SC,76,MAC DONOUGH STREET,3,02/28/2014
2014021100783002,L,3,8618,11,N,E,N,N,RP,97,GAYLORD DRIVE SOUTH,,02/28/2014
2014020600925001,L,4,9100,57,N,E,N,N,D2,101-35,93RD   STREET,,02/28/2014
2014010300311001,L,4,4128,120,N,E,N,N,F1,122-10,18TH   AVENUE,,02/28/2014
2014012600043001,L,4,8908,20,N,E,N,N,D2,86-86,78TH   STREET,,02/28/2014
2014021300934001,L,1,187,6,N,E,N,N,AP,186,FRANKLIN STREET,,02/28/2014
2014020700591001,L,1,1048,1835,N,E,N,N,SC,301,WEST 57TH   STREET,25A,02/28/2014
2014021200241001,L,1,1320,1001,N,E,N,N,SC,240,EAST 47TH STREET,2A,02/28/2014
2014021000369001,L,1,306,1007,N,E,N,N,SC,84,FORSYTH STREET,4R,02/28/2014
2014020601004001,L,3,6553,65,N,E,N,N,RB,2235,65TH   STREET,,02/28/2014
2014011601272001,L,3,1572,32,N,E,N,N,D2,96,SACKMAN STREET,,02/28/2014
2014012300566001,L,3,1615,64,N,E,N,N,D2,829A,GREENE AVENUE,,02/28/2014
2013122700533002,L,3,3388,30,N,E,N,N,D3,1140,JEFFERSON AVENUE,,02/28/2014
2014011000952001,L,4,9579,1,N,E,N,N,CR,12502,LIBERTY AVENUE,,02/28/2014
2014021300736001,L,3,832,32,N,E,N,N,D2,562,55TH   STREET,,02/28/2014
2014021000299001,L,1,969,1240,N,E,N,N,SC,415,EAST 37TH STREET,25G,02/28/2014
2014020500494001,L,3,1175,1003,N,E,N,N,SC,590,STERLING PLACE,301,02/28/2014
2014021201122001,L,3,969,1232,N,E,N,N,PS,309,2 STREET,P11,02/28/2014
2014020700628001,L,1,885,1025,N,E,N,N,CC,117,EAST 29TH   STREET,ST8,02/28/2014
2014011300049001,L,4,7365,52,N,E,N,N,D1,48-33,206TH STREET,,02/28/2014
2013081900448001,L,4,9460,39,N,E,N,N,D1,97-25,120TH STREET,,02/28/2014
2014021300516001,L,3,6868,1006,N,E,N,N,SC,34,BAY 41ST   STREET,3B,02/28/2014
2014012700399001,L,1,1036,47,N,E,N,N,CR,334,WEST 46TH   STREET,,02/28/2014
2014012700399001,L,1,1036,48,N,E,N,N,D6,336,WEST 46TH   STREET,,02/28/2014
2014012301033002,L,4,6713,1010,N,E,N,N,SC,15218,UNION TURNPIKE,6B,02/28/2014
2013101600461001,L,1,1003,1386,N,E,N,N,SC,150,WEST 51ST   STREET,19-26,02/28/2014
2013110801210001,L,3,7658,13,N,E,N,N,D1,1435,EAST 22ND,,02/28/2014
2014012100436001,L,4,3547,5,N,E,N,N,F1,8-51,WYCKOFF AVENUE,,02/28/2014
2014021101148002,L,1,1222,1010,N,E,N,N,SC,165,WEST 91ST   STREET,2D,02/28/2014
2014013000393001,L,3,818,9,N,E,N,N,D2,5305,SEVENTH AVENUE,,02/28/2014
2014010500074001,L,4,12406,120,N,E,N,N,D2,116-27,MERRICK BOULEVARD,,02/28/2014
2014011400773001,L,3,260,9,N,E,N,N,D1,35,WILLOW PLACE,,02/28/2014
2014012900603001,L,1,377,1106,N,E,N,N,SC,259,EAST 7TH STREET,3A,02/28/2014
2014013100549002,L,3,3816,35,N,E,N,N,CR,482,SNEDIKER AVENUE,,02/28/2014
2014013100286001,L,3,4522,57,N,E,N,N,OT,647,BERRIMAN STREET,,02/28/2014
2014013100286001,L,3,4522,59,N,E,N,N,OT,645,BERRIMAN STREET,,02/28/2014
2013121800127001,L,1,859,1312,N,E,N,N,SC,39,EAST 29TH   STREET,25D,02/28/2014
2014012401116001,L,3,4992,67,N,E,N,N,D1,929,EAST 45 STREET,,02/28/2014
2014013100300003,L,3,3851,10,N,E,N,N,RP,585,SNEDIKER AVENUE,,02/28/2014
2014013000861001,L,3,3874,5,N,E,N,N,D4,739,SNEDIKER AVENUE,,02/28/2014
2014012000414001,L,2,4604,6,N,E,N,N,D2,3314,CAPUCHIN WAY,,02/28/2014
2014012400377005,L,1,1216,1170,N,E,N,N,SC,110,WEST 86TH   STREET,16B,02/28/2014
2014012900303001,L,3,2463,36,N,E,N,N,F1,373,BROADWAY,,02/28/2014
2014012901373001,L,1,1548,29,N,E,N,N,AP,1651,FIRST AVENUE,,02/28/2014
2014012401172001,L,3,1339,68,N,E,N,N,D2,1981,PACIFIC,,02/28/2014
2014012701278001,L,3,2761,3,N,E,N,N,F4,432,UNION AVENUE,6,02/28/2014
2014013100249003,L,1,1540,1032,N,E,N,N,SR,206,EAST 95TH STREET,SU32,02/28/2014
2014012700317002,L,4,16197,58,N,E,N,N,D2,524,BEACH 130 STREET,,02/28/2014
2014012300705001,L,4,9500,44,N,E,N,N,D2,101-67,132ND STREET,,02/28/2014
2014012800381001,L,4,1469,1047,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P2,02/28/2014
2014012900584001,L,4,11743,30,N,E,N,N,D1,133-11,122ND   STREET,,02/28/2014
2014012800381001,L,4,1469,1057,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P12,02/28/2014
2014012800381001,L,4,1469,1060,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P15,02/28/2014
2014012800381001,L,4,1469,1061,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P16,02/28/2014
2014012800381001,L,4,1469,1068,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P23,02/28/2014
2014012800381001,L,4,1469,1069,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P24,02/28/2014
2014012800381001,L,4,1469,1073,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P28,02/28/2014
2014012800381001,L,4,1469,1075,N,E,N,N,PS,35-38,JUNCTION BOULEVARD,P30,02/28/2014
2014011400505001,L,4,2784,1031,N,E,N,N,SC,61-12,69TH   STREET,3B,02/28/2014
2014012100916001,L,3,6821,109,N,E,N,N,D1,1622,AVENUE R,,02/28/2014
2014011400519001,L,3,4738,9,N,E,N,N,D3,5322,TILDEN AVENUE,,02/28/2014
2014012401291001,L,4,5137,1748,N,E,N,N,SC,42-31,COLDEN STREET,R1G,02/28/2014
2014011000935001,L,3,834,36,N,E,N,N,D3,774,55TH STREET,,02/28/2014
2014012301203001,L,3,8504,53,N,E,N,N,D1,1922,EAST 38TH STREET,,02/28/2014
2014010901121001,L,3,646,1201,N,E,N,N,SC,211,23RD   STREET,1,02/28/2014
2014012900295003,L,1,16,3693,N,E,N,N,SC,1-2,RIVER TERRACE,8S,02/28/2014
2013100400199001,L,1,1303,1071,N,E,N,N,SC,145,EAST 48TH STREET,9C,02/28/2014
2014021100581001,L,4,7067,19,N,E,N,N,D2,58-15,183RD   STREET,,02/28/2014
2014021100893001,L,3,7360,15,N,E,N,N,D1,2124,EAST 28TH   STREET,,02/28/2014
2014021100901001,L,4,30,40,N,E,N,N,D6,5-36,47 ROAD,,02/28/2014
2014012500030001,L,3,5798,33,N,E,N,N,RP,254,62ND   STREET,,02/28/2014
2014021100103001,L,3,814,14,N,E,N,N,D2,318,53RD   STREET,,02/28/2014
2014021000975001,L,4,267,1054,N,E,N,N,SC,44-27,PURVES STREET,12F,02/28/2014
2014021200353001,L,3,1658,1003,N,E,N,N,SC,836,JEFFERSON AVENUE,2A,02/28/2014
2014021000783001,L,4,7921,50,N,E,N,N,RP,80-51,235TH   STREET,,02/28/2014
2014021200517001,L,1,1222,1071,N,E,N,N,SC,165,WEST 91ST   STREET,10H,02/28/2014
2014021201218001,L,4,3200,21,N,E,N,N,D1,68-32,GROTON STREET,,02/28/2014
2014012900261001,L,4,5137,1811,N,E,N,N,PS,42-31,COLDEN STREET,P29,02/28/2014
2014013100065002,L,4,82,1255,N,E,N,N,SC,27-28,THOMSON AVENUE,816,02/28/2014
2014021201204001,L,1,172,1441,N,E,N,N,SC,50,FRANKLIN STREET,9E,02/28/2014
2014021200979001,L,3,5275,61,N,E,N,N,D2,664,VANDERBILT STREET,,02/28/2014
2014021200176001,L,4,13119,24,N,E,N,N,D1,135-21,224TH ST,,02/28/2014
2014021200286011,L,1,1218,1056,N,E,N,N,SC,101,WEST 87TH   STREET,805,02/28/2014
2014021200286009,L,1,1218,1039,N,E,N,N,SC,101,WEST 87TH   STREET,514,02/28/2014
2014021200286001,L,1,1218,1002,N,E,N,N,SC,101,WEST 87TH   STREET,202,02/28/2014
2014020601067001,L,3,4071,5,N,E,N,N,D3,389,ATKINS AVENUE,,02/28/2014
2013111800736001,L,4,12659,1,N,E,N,N,RP,119-05,202 STREET,,02/28/2014
2014013100882001,L,4,7767,18,N,E,N,N,D1,79-28,211TH   STREET,,02/28/2014
2014021200847001,L,3,1855,13,N,E,N,N,D3,86,MACDONOUGH STREET,,02/28/2014
2014020300403001,L,4,12941,52,N,E,N,N,D2,131-42,231ST   STREET,,02/28/2014
2014020700720001,L,3,278,24,N,E,N,N,F1,218,ATLANTIC AVENUE,,02/28/2014
2014020700435001,L,3,3842,28,N,E,N,N,F1,449,NEW LOTS AVENUE,,02/28/2014
2014020600491002,L,2,2970,40,N,E,N,N,AP,1344,LYMAN PLACE,,02/28/2014
2014020600397001,L,4,3516,8,N,E,N,N,RP,60-16,69TH   AVENUE,,02/28/2014
2014020700991001,L,3,2152,122,N,E,N,N,VN,N/A,RODNEY STREET,,02/28/2014
2014020601235001,L,3,4473,46,N,E,N,N,D2,491,EMERALD STREET,,02/28/2014
2014021100690001,L,3,8049,1,N,E,N,N,D2,1182,EAST 84TH STREET,,02/28/2014
2013122000522002,L,1,1151,1140,N,E,N,N,SC,10,WEST END AVENUE,12B,02/28/2014
2014021000600001,L,4,7196,70,N,E,N,N,D1,75-43,181 STREET,,02/28/2014
2014021200556001,L,3,2223,1401,N,E,N,N,SC,26,RUTLEDGE STREET,1,02/28/2014
2014011300043001,L,4,14179,25,N,E,N,N,D2,159-40,100TH STREET,,02/28/2014
2014021200455001,L,3,269,1055,N,E,N,N,SC,110,LIVINGSTON STREET,4T,02/28/2014
2014011300443001,L,4,9399,18,N,E,N,N,D2,94-26,114TH   STREET,,02/28/2014
2014021200486001,L,1,1220,1219,N,E,N,N,SC,111,WEST 89TH   STREET,11PHB,02/28/2014
2014021201098001,L,2,3943,2474,N,E,N,N,SC,24,METROPOLITAN OVAL,3A,02/28/2014
2014011700842001,L,3,826,47,N,E,N,N,AP,5424,EIGHTH AVENUE,,02/28/2014
2014013000881001,L,3,1927,1060,N,E,N,N,CK,222,SKILLMAN STREET,9D,02/28/2014
2014011401223001,L,3,2074,1,N,E,N,N,F4,197,ADELPHI STREET,,02/28/2014
2014012801024001,L,4,3600,55,N,E,N,N,VR,N/A,CYPRESS HILLS STREET,,02/28/2014
2014012000401001,L,3,5971,1,N,E,N,N,AP,7823,5 AVENUE,,02/28/2014
2014013100097001,L,1,819,1007,N,E,N,N,SC,12,WEST 18TH ST,4E,02/28/2014
2014012800827001,L,1,498,1003,N,E,N,N,SC,90,PRINCE STREET,2B,02/28/2014
2014012900757002,L,3,4003,125,N,E,N,N,D2,392,ESSEX,,02/28/2014
2013122001095001,L,4,6997,41,N,E,N,N,D1,76-57,167TH STREET,,02/28/2014
2014012800278002,L,3,5235,17,N,E,N,N,D4,610,MARLBOROUGH ROAD,,02/28/2014
2014012801117002,L,4,534,1,N,E,N,N,VR,30-94,21 STREET,,02/28/2014
2014012200694001,L,4,12281,61,N,E,N,N,D2,132-15,156TH STREET,,02/28/2014
2014012401241001,L,3,5627,1005,N,E,N,N,SC,4701,11TH   AVENUE,4A,02/28/2014
2014010600741001,L,3,2139,40,N,E,N,N,D4,177,SOUTH 9TH ST,,02/28/2014
2014012701232001,L,3,6828,57,N,E,N,N,D2,1907,EAST 22ND   STREET,,02/28/2014
2014012800607002,L,4,4846,62,N,E,N,N,D1,154-39,25TH   AVENUE,,02/28/2014
2014012401201001,L,4,8920,10,N,E,N,N,D2,85-20,88TH   AVENUE,,02/28/2014
2014012700456001,L,3,357,25,N,E,N,N,D3,60,SUMMIT STREET,,02/28/2014
2014011300591001,L,4,8167,31,N,E,N,N,D1,46-36,HANFORD STREET,,02/28/2014
2014010201245001,L,3,1147,21,N,E,N,N,OT,768,BERGEN STREET,,02/28/2014
2014012700148001,L,3,5272,21,N,E,N,N,D1,32,EAST 4TH STREET,,02/28/2014
2014011600261001,L,3,2714,30,N,E,N,N,IB,125,NEWTON STREET,,02/28/2014
2014012400687001,L,4,5648,21,N,E,N,N,D2,50-15,194TH STREET,,02/28/2014
